"","A4_1","A4_2","A4_3","B4_1","B4_2","B4_3","C4_1","C4_2","C4_3"
"653",0,2,0,0,2,2,1,0,0
"654",26,102,74,21,36,20,1,0,0
"655",14,12,42,13,10,11,2,7,14
"656",33,81,35,53,41,30,7,10,17
"657",0,0,0,0,0,0,0,0,0
"658",4,8,1,1,6,1,0,3,1
"659",0,0,0,0,0,0,0,0,0
"660",0,0,0,0,0,0,0,0,0
"661",0,0,0,0,0,0,0,0,0
"662",0,0,0,0,0,0,0,0,0
"663",0,0,0,0,0,0,0,0,0
"664",0,0,0,0,0,0,0,0,0
"665",4,0,1,0,10,1,0,2,4
"666",203,219,272,207,268,352,110,205,139
"667",0,0,0,0,0,0,0,0,0
"668",0,0,0,0,0,0,0,0,0
"669",0,0,0,0,0,0,0,0,0
"670",1495,1632,1505,941,1039,702,412,653,582
"671",239,261,214,192,397,121,58,77,86
"672",830,1348,2438,904,309,632,173,87,124
"673",13,20,42,6,21,24,12,9,11
"674",0,0,0,0,0,0,0,0,0
"675",0,0,0,0,0,0,0,0,0
"676",113,166,217,186,165,163,92,23,68
"677",8,0,0,0,1,3,0,0,0
"678",0,13,6,2,7,2,1,0,0
"679",166,202,243,408,360,324,204,150,196
"680",928,1277,1911,896,1045,949,776,653,622
"681",0,0,0,0,0,0,0,0,0
"682",0,0,0,1,0,0,0,0,0
"683",0,0,1,0,2,0,0,0,0
"684",0,0,0,0,0,0,0,0,0
"685",0,0,0,0,0,0,2,1,0
"686",866,1103,893,701,804,586,227,495,332
"687",35,71,45,55,60,40,12,29,22
"688",93,122,254,43,79,101,23,34,33
"689",3,35,21,17,20,18,15,13,26
"690",11,19,19,0,0,0,0,0,3
"691",0,0,0,0,0,0,0,0,0
"692",25,18,6,7,11,12,7,9,3
"693",0,0,0,0,0,0,0,0,0
"694",29,20,20,8,28,16,20,7,38
"695",91,93,102,131,191,154,84,85,50
"696",38,70,79,23,48,38,9,17,11
"697",0,0,0,0,0,0,0,0,0
"698",0,0,0,0,0,0,0,0,0
"699",0,0,0,0,0,0,0,0,0
"700",0,0,0,0,0,0,0,0,0
"701",0,0,0,0,0,0,0,0,0
"702",429,648,459,475,374,422,197,265,249
"703",154,128,327,63,87,96,22,60,32
"704",197,354,311,659,641,729,546,703,512
"705",0,0,0,0,0,0,0,0,0
"706",0,0,0,0,0,0,0,0,0
"707",468,628,566,612,643,474,392,410,421
"708",0,0,0,0,0,0,0,0,0
"709",6,2,3,2,2,4,1,0,0
"710",0,0,0,0,0,0,0,0,0
"711",0,0,0,0,0,0,0,0,0
"712",0,0,0,0,0,0,0,0,0
"713",13547,19646,11509,14474,9512,9684,6189,9130,7109
"714",0,0,0,0,0,0,0,0,0
"715",6,0,38,0,1,13,11,12,2
"716",0,0,0,0,0,0,0,0,0
"717",64,70,52,28,35,49,10,39,17
"718",0,0,0,0,1,0,0,1,0
"719",0,0,0,0,0,0,0,0,0
"720",71,122,126,100,92,71,77,71,58
"721",0,0,0,0,0,0,0,0,0
"722",0,1,3,3,3,0,0,0,1
"723",0,0,0,0,0,0,0,0,0
"724",0,0,0,0,0,0,0,0,0
"725",2,0,0,1,1,0,0,0,0
"726",0,1,0,0,0,0,0,1,0
"727",0,0,3,0,0,1,0,0,0
"728",0,4,0,0,0,0,0,1,0
"729",34,69,56,60,70,81,74,42,76
"730",269,419,389,226,353,317,205,210,167
"731",56,78,177,77,73,96,75,49,49
"732",0,0,0,0,0,0,0,0,0
"733",0,0,0,0,0,0,0,0,0
"734",116,167,139,58,83,62,28,60,27
"735",92,137,177,81,153,110,94,94,139
"736",0,30,0,2,0,2,0,0,0
"737",0,0,0,0,0,0,0,0,0
"738",0,0,0,0,0,0,0,0,0
"739",0,0,0,0,0,0,0,1,0
"740",573,723,690,332,476,460,344,321,275
"741",2,11,12,1,2,7,0,1,0
"742",0,0,0,1,1,1,4,2,1
"743",0,0,0,0,0,0,0,1,0
"744",49,96,109,115,93,111,41,48,34
"745",23,109,104,15,26,48,35,15,22
"746",0,1,0,1,6,24,5,1,0
"747",360,457,466,515,472,337,295,253,258
"748",7,7,27,1,4,4,0,0,2
"749",0,0,0,0,0,0,0,0,0
"750",0,0,0,0,0,0,0,0,0
"751",36,74,66,61,77,82,113,64,45
"752",1,0,0,0,0,0,0,3,0
"753",17,44,32,50,38,32,28,33,24
"754",260,462,465,255,275,322,208,188,182
"755",0,0,0,1,0,0,0,0,0
"756",0,0,0,0,0,0,0,0,0
"757",0,0,0,1,1,4,0,7,2
"758",3,6,20,2,11,0,3,9,6
"759",11,41,9,5,10,11,1,4,0
"760",6,5,10,1,10,1,0,0,4
"761",76,134,87,77,128,139,87,113,82
"762",9,31,2,36,38,43,53,62,44
"763",0,0,1,0,0,2,2,0,0
"764",0,0,0,0,0,0,0,0,0
"765",0,0,0,0,0,0,0,0,0
"766",0,0,0,0,0,0,0,0,0
"767",5,6,19,0,0,0,1,0,0
"768",1,4,1,0,1,0,0,0,0
"769",1,0,0,2,0,0,5,0,0
"770",0,0,0,0,0,0,1,0,0
"771",11,6,7,7,4,6,2,7,5
"772",542,930,978,513,707,548,424,550,418
"773",208,231,309,185,216,156,100,84,68
"774",373,500,418,400,451,437,267,248,238
"775",0,0,0,0,0,0,0,0,0
"776",166,156,268,200,238,159,156,147,101
"777",17,9,36,41,13,34,26,3,11
"778",2,8,11,0,3,3,1,1,2
"779",106,203,179,119,163,74,65,48,79
"780",9,2,11,17,5,9,5,3,1
"781",0,0,0,0,0,0,0,1,0
"782",22,45,14,30,18,24,5,3,3
"783",0,0,0,0,0,1,0,0,0
"784",97,233,113,198,109,190,161,167,113
"785",0,0,0,0,0,0,0,0,0
"786",16,10,27,13,50,20,0,14,4
"787",0,0,0,0,0,0,0,0,0
"788",54,155,14,48,42,42,33,1,24
"789",0,0,0,0,0,0,0,0,0
"790",0,0,0,0,0,0,0,0,0
"791",108,120,249,98,132,71,64,67,59
"792",95,109,178,91,133,145,63,44,63
"793",191,225,284,238,224,262,178,168,112
"794",0,0,0,0,0,0,0,0,0
"795",578,991,692,751,659,568,362,388,315
"796",23,30,18,7,8,14,7,7,9
"797",6,68,19,1,15,9,7,8,7
"798",0,0,0,0,0,0,0,0,0
"799",4,13,8,2,10,4,0,0,0
"800",0,0,0,0,0,0,0,0,0
"801",0,0,0,0,0,0,0,0,0
"802",1006,1337,1479,854,1157,1122,638,616,546
"803",0,0,0,0,0,0,0,0,0
"804",170,224,212,144,133,179,130,191,128
"805",405,631,352,315,307,326,223,126,329
"806",76,98,140,52,60,64,26,41,52
"807",301,426,370,311,426,391,357,253,234
"808",0,0,0,0,0,0,0,0,0
"809",276,260,332,100,112,111,55,85,65
"810",5,6,6,0,2,0,0,0,0
"811",201,337,298,115,67,95,37,37,26
"812",0,0,0,0,0,0,0,0,0
"813",6864,10995,5488,4667,3030,3426,2289,1567,1731
"814",3,7,19,1,2,0,0,1,0
"815",1083,1496,1300,1591,1284,1480,928,836,856
"816",1,0,0,26,1,13,92,10,213
"817",0,0,0,0,0,0,0,0,0
"818",0,0,0,0,0,0,0,0,0
"819",666,1316,589,2081,1329,2775,829,1817,1039
"820",11,15,13,8,0,0,0,0,0
"821",0,0,0,0,0,0,0,0,0
"822",605,761,791,667,758,742,402,406,447
"823",0,0,0,0,0,0,0,0,0
"824",1709,2012,1352,561,885,413,397,341,288
"825",28,68,24,30,41,39,32,24,37
"826",1,4,1,2,0,0,0,0,0
"827",248,368,261,216,234,241,92,174,108
"828",196,202,198,125,138,158,80,106,80
"829",1,0,0,3,1,1,1,0,2
"830",66,113,35,7,24,0,7,4,6
"831",44,59,89,28,31,34,2,16,14
"832",0,0,0,0,0,0,0,0,0
"833",0,0,0,0,0,0,0,0,0
"834",172,368,196,117,120,138,62,67,83
"835",0,0,0,0,3,0,0,0,0
"836",0,18,0,0,2,0,0,0,0
"837",49,33,32,32,0,12,0,9,22
"838",0,0,0,0,0,0,0,0,0
"839",0,0,8,0,6,0,0,0,1
"840",0,0,0,0,0,0,0,0,0
"841",0,0,0,0,0,1,1,1,0
"842",0,0,0,0,0,0,0,0,0
"843",42,48,17,3,10,20,6,3,3
"844",16,14,28,8,9,6,0,10,4
"845",203,388,251,234,259,228,43,210,96
"846",1703,2346,1255,800,650,680,262,369,294
"847",235,280,319,97,108,153,104,61,93
"848",2,28,20,59,6,19,28,4,9
"849",0,0,0,0,0,0,0,0,0
"850",3,5,7,2,2,0,0,1,0
"851",0,0,0,0,0,0,0,0,0
"852",38,82,79,16,27,5,1,8,10
"853",29,50,30,26,40,32,22,32,11
"854",47,42,77,39,77,91,15,26,23
"855",26,87,72,7,22,11,3,17,9
"856",0,0,1,0,0,0,1,0,0
"857",0,0,0,0,0,0,0,0,0
"858",10,6,7,34,38,23,21,47,22
"859",0,0,0,0,0,0,0,0,0
"860",133,189,209,166,146,136,123,169,128
"861",0,0,0,0,0,0,0,0,0
"862",23,13,35,27,22,30,10,13,18
"863",0,0,0,0,0,0,0,0,0
"864",0,0,0,0,0,0,0,0,0
"865",0,0,0,0,0,0,0,0,0
"866",70,63,110,83,126,105,91,105,112
"867",108,89,98,40,113,76,49,33,35
"868",67,182,42,199,189,161,9,165,60
"869",174,230,106,299,467,373,59,351,122
"870",87,113,123,102,99,113,50,80,63
"871",6,21,29,73,64,66,38,64,43
"872",0,0,0,0,0,0,0,0,0
"873",8,8,10,8,3,0,5,11,5
"874",80,196,139,53,31,58,39,60,57
"875",63,79,85,0,2,4,0,0,5
"876",0,0,15,4,0,2,2,0,2
"877",315,536,499,339,282,232,178,139,182
"878",1480,2272,1523,743,673,718,379,401,318
"879",92,77,80,54,62,35,19,13,33
"880",5,0,7,3,8,9,0,3,2
"881",0,0,0,0,0,0,0,0,0
"882",153,145,184,21,79,34,5,9,10
"883",24,28,42,22,38,38,10,37,14
"884",147,151,137,64,96,85,39,44,29
"885",2,0,1,2,2,1,0,0,1
"886",0,0,0,0,0,0,0,0,0
"887",0,0,6,2,0,0,0,0,1
"888",0,0,0,0,0,0,0,0,0
"889",4,0,0,3,2,1,0,2,0
"890",119,127,212,148,173,153,131,89,87
"891",247,428,424,320,415,382,342,348,308
"892",0,6,0,1,4,1,0,0,0
"893",37,52,24,42,45,30,82,10,36
"894",0,0,0,0,0,0,0,0,0
"895",310,362,344,249,314,269,289,287,204
"896",95,139,118,94,74,67,81,61,58
"897",0,0,1,1,0,0,1,0,0
"898",84,176,39,16,9,96,22,49,54
"899",1324,1648,1523,1761,1671,1414,754,911,742
"900",0,0,0,0,0,0,0,0,0
"901",85,188,214,101,130,88,51,54,35
"902",157,232,255,27,57,60,1,17,7
"903",0,0,0,0,0,0,0,0,0
"904",0,0,0,0,0,0,0,0,0
"905",0,0,0,0,0,0,0,0,0
"906",0,0,0,0,0,0,0,0,0
"907",10,14,28,1,6,1,0,0,0
"908",2,10,0,0,0,0,0,0,0
"909",36,64,39,5,6,15,1,7,1
"910",11,7,1,9,12,11,2,5,0
"911",0,6,1,4,5,1,0,0,0
"912",0,0,0,0,0,1,0,0,0
"913",2,3,4,0,0,1,0,0,0
"914",0,5,2,1,1,1,0,1,0
"915",1,1,1,0,1,0,0,1,0
"916",0,0,0,0,0,0,0,0,0
"917",1,3,0,0,2,1,1,0,1
"918",43,34,123,14,5,14,1,0,1
"919",2,4,8,6,7,1,1,0,1
"920",0,0,0,0,0,0,0,0,0
"921",30,23,45,74,68,66,33,28,47
"922",0,20,12,8,10,15,6,1,8
"923",1216,3249,2130,7940,5860,4367,961,169,932
"924",385,648,546,579,821,790,795,799,709
"925",1,8,2,0,0,5,1,3,0
"926",0,0,0,0,0,0,0,0,0
"927",0,0,0,0,0,0,0,0,1
"928",2,6,9,9,20,7,7,0,3
"929",158,285,160,117,123,133,59,86,67
"930",206,257,280,276,239,244,217,190,169
"931",574,239,270,121,184,82,45,67,67
"932",64,99,41,34,24,42,15,15,28
"933",0,0,0,0,0,0,0,0,0
"934",0,0,0,0,1,0,0,0,1
"935",4,0,4,0,0,0,8,2,0
"936",1,2,2,1,2,2,1,1,0
"937",0,0,0,0,0,0,0,0,0
"938",0,8,0,0,0,1,0,0,0
"939",67,76,118,274,302,262,183,193,170
"940",0,0,1,0,4,2,0,0,1
"941",0,0,0,0,0,0,0,0,0
"942",1214,1896,1673,1941,2132,1948,1179,1002,1054
"943",0,0,0,0,0,0,0,0,0
"944",0,0,0,0,0,0,0,0,0
"945",0,2,0,0,0,0,0,0,0
"946",13,10,29,5,12,2,16,16,13
"947",0,0,0,0,0,0,0,0,0
"948",261,320,254,238,219,210,133,216,165
"949",159,177,132,79,90,33,34,20,32
"950",1216,4165,68,17386,12281,9419,69858,22266,44406
"951",227,496,347,253,263,288,210,190,174
"952",10,0,5,0,0,3,0,0,0
"953",0,0,0,0,0,0,0,0,0
"954",0,2,10,0,0,0,0,0,0
"955",995,1390,1401,441,595,638,264,291,226
"956",0,0,0,0,0,0,0,0,0
"957",10,0,0,2,10,6,3,0,1
"958",0,0,0,1,0,0,0,0,0
"959",33,41,32,17,50,18,14,4,9
"960",136,331,338,203,146,160,189,81,152
"961",0,0,0,0,0,0,0,0,0
"962",0,0,0,0,0,4,0,0,0
"963",443,574,724,771,702,671,422,402,360
"964",0,0,0,0,0,0,0,0,0
"965",0,0,0,0,0,0,0,0,0
"966",382,583,192,255,220,207,196,149,146
"967",4,27,72,9,31,50,35,33,15
"968",42,64,28,34,21,16,23,13,18
"969",0,0,0,0,0,0,0,1,0
"970",631,875,524,317,302,395,223,175,182
"971",110,172,126,114,83,147,106,73,88
"972",659,955,812,374,530,489,271,348,278
"973",5,36,20,4,13,15,2,4,0
"974",0,0,0,0,0,0,0,0,0
"975",78,73,90,50,52,61,38,25,28
"976",0,0,0,0,0,0,0,0,0
"977",60,72,147,108,124,116,35,60,57
"978",0,0,0,0,0,0,0,0,0
"979",227,206,271,36,24,28,11,8,7
"980",1437,1413,2298,2055,1759,2022,1583,1360,1420
"981",0,0,0,0,0,0,0,0,0
"982",0,0,0,0,0,0,0,0,0
"983",0,0,0,0,0,0,0,0,0
"984",100,126,137,70,75,104,41,91,52
"985",0,0,10,0,1,3,1,0,0
"986",0,0,0,0,0,0,0,0,0
"987",180,305,286,168,118,87,441,106,222
"988",0,0,0,0,0,0,0,0,0
"989",0,0,0,0,0,0,0,0,0
"990",70,186,166,50,76,42,20,24,10
"991",387,483,336,295,259,213,184,239,163
"992",5,10,2,10,1,3,1,1,1
"993",0,0,0,0,0,0,0,0,0
"994",7,5,0,2,4,0,0,1,0
"995",0,0,0,0,3,1,1,0,0
"996",152,173,257,98,175,180,122,173,132
"997",344,470,642,258,351,301,204,211,198
"998",222,258,372,86,117,169,35,24,31
"999",2,0,0,0,0,0,0,1,0
"1000",0,2,0,0,0,0,0,4,0
"1001",59,129,108,115,77,72,56,55,69
"1002",152,120,242,115,108,135,86,74,56
"1003",0,0,0,0,0,0,0,0,0
"1004",0,0,0,0,0,0,0,0,0
"1005",0,0,0,0,0,0,0,0,0
"1006",153,175,206,91,135,109,48,58,56
"1007",1,0,0,0,0,0,0,0,0
"1008",0,0,0,0,0,0,0,0,0
"1009",411,528,641,471,534,564,510,412,417
"1010",97,184,148,180,173,226,106,115,136
"1011",5,42,4,2,1,5,1,0,6
"1012",0,0,0,0,0,1,0,0,0
"1013",0,0,0,0,0,0,0,0,0
"1014",0,0,0,0,0,0,0,0,0
"1015",0,0,0,0,0,0,0,0,0
"1016",1,0,0,3,1,1,0,1,0
"1017",0,0,0,0,0,0,0,0,0
"1018",0,0,10,18,15,22,0,52,10
"1019",0,0,0,0,0,0,0,0,0
"1020",1,0,0,2,2,2,1,0,1
"1021",0,0,0,0,0,0,0,0,0
"1022",0,0,6,0,0,0,0,0,0
"1023",0,0,0,0,0,0,0,0,0
"1024",255,335,242,192,161,162,108,122,141
"1025",1,0,0,0,0,0,1,0,1
"1026",701,1162,1171,306,459,599,276,259,257
"1027",12,48,50,1,2,2,1,0,0
"1028",53,93,133,17,32,37,28,15,15
"1029",0,11,16,10,2,9,12,16,27
"1030",0,0,0,0,0,0,0,0,0
"1031",59,48,100,74,83,71,35,62,22
"1032",228,352,190,290,204,239,214,203,227
"1033",0,0,0,0,0,0,0,0,0
"1034",1,8,1,2,1,0,2,1,1
"1035",1401,1868,1742,683,856,763,408,283,343
"1036",1,0,4,0,1,2,0,0,0
"1037",0,0,0,0,0,0,0,0,0
"1038",0,0,0,0,0,0,0,0,0
"1039",0,0,0,0,0,0,0,0,0
"1040",28,15,41,14,15,8,13,0,2
"1041",204,317,298,139,112,107,38,23,16
"1042",24,45,1,98,141,93,26,83,51
"1043",0,0,0,0,0,0,0,0,0
"1044",0,0,0,0,0,0,0,0,0
"1045",0,0,0,0,0,0,0,0,0
"1046",84,88,88,67,81,48,27,34,28
"1047",1,0,0,0,0,1,0,1,1
"1048",408,609,266,969,740,662,308,372,428
"1049",0,0,1,0,0,0,0,0,0
"1050",61,64,143,25,3,1,0,0,0
"1051",5,0,8,0,1,4,0,0,0
"1052",108,219,153,92,82,116,39,38,48
"1053",0,0,0,0,0,0,0,0,0
"1054",0,13,4,1,1,1,0,1,4
"1055",1030,1225,1418,597,735,838,455,374,469
"1056",23,88,91,42,60,73,7,10,3
"1057",0,0,0,0,0,0,0,0,0
"1058",0,0,0,0,0,0,0,0,1
"1059",40,41,40,9,14,13,0,0,0
"1060",255,312,360,215,256,304,130,118,134
"1061",756,803,890,234,833,926,30,2,15
"1062",675,964,1241,452,453,587,335,168,271
"1063",11,23,3,9,4,14,2,3,0
"1064",0,0,0,0,0,0,0,0,0
"1065",515,847,826,241,295,271,172,114,114
"1066",244,355,357,240,336,259,218,189,161
"1067",1,0,10,9,13,7,6,0,1
"1068",0,12,2,1,10,0,5,3,2
"1069",35,47,40,8,3,12,1,3,0
"1070",99,35,149,52,125,159,46,127,70
"1071",159,280,281,127,156,128,51,43,36
"1072",0,0,0,0,0,0,0,0,0
"1073",0,0,0,0,2,0,0,0,0
"1074",0,0,0,0,0,0,0,0,0
"1075",214,317,270,215,172,215,106,130,93
"1076",0,0,1,0,0,0,0,0,0
"1077",16,23,28,5,13,21,1,9,2
"1078",0,0,0,0,0,0,0,0,1
"1079",895,661,921,100,193,237,66,111,47
"1080",471,638,812,218,183,198,86,135,92
"1081",0,0,0,0,0,0,0,0,0
"1082",0,0,0,0,0,0,0,0,2
"1083",0,0,0,0,0,0,0,0,0
"1084",0,0,0,0,0,0,0,0,0
"1085",1,0,1,3,1,3,2,0,0
"1086",0,0,0,0,0,4,0,0,0
"1087",1450,710,810,46,127,32,7,13,15
"1088",0,0,2,0,2,0,0,0,0
"1089",0,0,2,0,1,3,0,0,0
"1090",0,0,0,0,0,0,0,0,0
"1091",192,474,283,177,236,246,155,163,144
"1092",184,224,316,125,162,277,61,44,47
"1093",3715,4676,4976,6609,6207,6388,4235,3583,3769
"1094",0,0,0,0,0,0,0,0,0
"1095",154,208,125,139,162,187,199,131,220
"1096",390,590,375,243,251,517,263,323,250
"1097",66,81,140,94,73,68,37,17,54
"1098",332,285,270,49,114,40,18,26,29
"1099",0,0,0,0,0,0,0,0,0
"1100",0,1,0,1,0,0,0,0,0
"1101",135,211,63,91,145,206,43,46,43
"1102",201,263,270,146,189,197,92,89,111
"1103",32,5,13,4,6,5,0,0,0
"1104",140,231,256,156,170,186,55,48,73
"1105",57,76,65,41,70,68,16,28,19
"1106",41,44,59,31,91,114,28,28,35
"1107",0,0,0,0,0,0,0,0,0
"1108",1,10,0,0,7,2,0,0,0
"1109",356,609,381,346,452,350,310,247,239
"1110",0,0,0,4,0,0,0,0,0
"1111",0,0,2,3,2,0,2,5,1
"1112",433,512,434,399,484,536,247,308,223
"1113",518,626,784,940,776,769,704,575,525
"1114",0,0,0,0,0,0,0,0,0
"1115",70,87,105,70,83,97,16,7,10
"1116",11,18,3,1,1,1,0,0,1
"1117",3,0,0,0,1,0,2,0,1
"1118",0,0,0,0,1,0,0,0,0
"1119",428,643,538,172,194,178,39,141,87
"1120",0,0,0,0,0,0,0,0,0
"1121",0,0,0,0,0,0,0,0,0
"1122",0,4,12,3,5,5,0,21,0
"1123",26,29,12,13,6,10,0,8,3
"1124",0,0,0,0,0,0,0,0,0
"1125",0,4,0,14,7,14,0,0,0
"1126",8,34,0,22,2,0,2,0,0
"1127",15,37,23,8,1,2,0,0,0
"1128",0,0,0,0,0,0,0,0,0
"1129",479,346,389,285,438,310,41,279,129
"1130",226,414,223,323,250,329,170,140,180
"1131",5,16,17,2,1,3,0,1,0
"1132",1,0,0,0,0,0,71,1,28
"1133",0,0,0,0,0,0,0,0,0
"1134",10,17,0,2,3,3,2,1,1
"1135",0,0,1,1,0,0,0,1,0
"1136",0,0,0,0,0,0,0,0,0
"1137",0,0,0,0,0,0,0,0,0
"1138",0,0,0,0,0,0,0,0,0
"1139",1,1,11,7,3,12,1,2,1
"1140",65,37,41,12,6,13,26,11,19
"1141",1,2,1,0,1,1,1,0,2
"1142",0,0,0,0,0,0,0,0,0
"1143",18,44,26,16,43,20,0,4,7
"1144",35,76,39,5,9,2,7,0,2
"1145",0,0,0,0,0,0,0,0,0
"1146",0,0,0,8,1,7,0,5,1
"1147",0,0,2,0,0,0,1,1,0
"1148",705,660,647,358,257,371,144,128,117
"1149",0,0,0,0,0,0,0,0,0
"1150",425,731,551,751,875,921,601,926,730
"1151",128,169,180,91,62,68,32,67,64
"1152",0,0,0,0,0,0,0,0,0
"1153",0,0,0,0,0,0,0,0,0
"1154",1,0,1,0,0,3,1,1,0
"1155",0,0,0,0,0,1,3,1,0
"1156",0,0,13,0,1,5,1,0,1
"1157",0,0,0,0,0,0,0,0,0
"1158",0,0,0,0,0,0,0,0,0
"1159",7324,10809,6989,5234,4329,5057,1876,938,1429
"1160",770,1175,1329,733,773,847,399,276,354
"1161",51,91,62,54,72,73,50,46,13
"1162",0,1,0,1,3,5,0,0,0
"1163",0,10,0,0,0,0,1,0,0
"1164",0,0,0,0,0,0,0,0,0
"1165",0,1,0,0,0,0,0,0,1
"1166",0,0,0,0,0,0,0,0,0
"1167",0,0,0,0,0,0,0,19,3
"1168",0,0,0,0,0,1,0,0,0
"1169",0,0,0,0,0,0,0,0,0
"1170",4,4,0,2,7,0,3,0,2
"1171",1,0,0,1,0,0,0,0,0
"1172",2,10,1,1,3,0,2,0,0
"1173",0,0,0,0,0,0,0,0,0
"1174",0,0,0,0,0,0,0,0,0
"1175",4,3,6,3,9,6,2,4,6
"1176",0,3,0,0,0,1,0,0,1
"1177",0,0,0,0,0,0,0,0,0
"1178",189,378,553,444,423,463,187,231,205
"1179",28,37,19,1,2,1,1,0,5
"1180",177,110,1279,162,256,292,39,83,81
"1181",1,2,1,0,1,4,0,0,2
"1182",83,156,178,140,140,93,96,64,70
"1183",90,76,45,41,69,75,29,38,38
"1184",362,359,569,140,263,234,118,200,145
"1185",0,0,0,0,0,0,0,0,0
"1186",0,0,0,0,0,0,0,0,0
"1187",0,0,0,0,1,0,0,0,0
"1188",286,358,395,145,264,211,116,163,152
"1189",412,463,527,190,297,244,131,184,183
"1190",0,4,11,1,2,6,9,2,3
"1191",2,8,16,24,15,24,12,7,18
"1192",0,0,0,0,0,0,0,0,0
"1193",24,50,6,49,69,100,23,101,62
"1194",384,743,771,812,818,788,585,473,437
"1195",463,663,672,474,379,486,243,219,221
"1196",0,0,2,0,0,0,0,16,2
"1197",0,0,0,0,0,0,0,0,0
"1198",0,0,0,0,0,0,0,0,0
"1199",152,320,290,168,230,314,132,138,150
"1200",0,0,0,0,0,0,0,0,0
"1201",0,0,0,1,0,0,0,0,0
"1202",0,0,0,0,0,0,0,0,0
"1203",0,6,1,0,0,0,0,0,0
"1204",127,200,135,274,267,216,58,15,44
"1205",0,0,0,0,0,0,0,0,0
"1206",0,0,0,0,0,0,0,0,0
"1207",1,4,2,0,0,0,0,0,1
"1208",66,48,90,79,113,93,80,14,59
"1209",2,2,0,4,0,6,2,2,1
"1210",0,0,0,1,0,1,1,0,0
"1211",0,0,0,2,4,1,1,0,1
"1212",87,150,67,44,91,79,114,42,63
"1213",85,89,77,117,185,148,83,86,109
"1214",593,796,639,719,648,538,467,479,377
"1215",0,0,0,0,0,0,0,0,0
"1216",0,0,0,0,0,0,0,0,0
"1217",133,208,170,50,59,105,36,7,8
"1218",0,0,4,0,0,0,0,0,0
"1219",23,15,21,0,5,1,0,6,0
"1220",0,18,0,3,2,1,7,4,5
"1221",445,677,591,450,465,426,363,366,304
"1222",1,18,5,2,2,1,3,1,6
"1223",60,82,167,49,133,82,69,81,73
"1224",0,0,0,0,0,0,0,0,0
"1225",0,0,0,0,0,0,0,0,0
"1226",0,0,0,0,0,0,0,0,0
"1227",0,0,0,0,0,0,0,0,0
"1228",218,64,796,66,134,108,28,52,35
"1229",0,0,0,0,0,2,0,0,0
"1230",0,0,0,0,1,0,1,1,0
"1231",22,35,30,67,41,49,17,147,78
"1232",0,0,0,0,0,0,0,0,0
"1233",186,419,306,303,279,356,285,183,207
"1234",43,45,20,1,5,4,0,0,1
"1235",0,2,0,0,0,0,4,0,1
"1236",0,0,0,0,0,0,0,0,0
"1237",8,52,15,5,15,12,17,6,20
"1238",0,0,0,1,0,0,0,0,0
"1239",170,216,162,218,210,221,109,107,106
"1240",26,35,35,14,17,8,10,6,7
"1241",0,0,0,0,0,0,0,0,0
"1242",421,615,452,426,368,379,141,137,213
"1243",902,1265,1151,985,995,1091,1142,833,853
"1244",0,0,0,0,0,0,0,0,0
"1245",19,38,37,185,117,107,2210,2774,2695
"1246",47,79,62,103,133,159,113,80,80
"1247",30,49,60,35,50,49,49,42,57
"1248",5,0,0,0,0,0,0,0,1
"1249",508,791,829,1038,895,1273,607,633,537
"1250",147,272,287,133,160,136,61,98,58
"1251",171,324,184,119,203,177,72,69,78
"1252",10,19,17,18,7,12,3,5,3
"1253",0,0,0,0,0,0,0,0,0
"1254",0,6,4,1,0,5,0,1,0
"1255",0,0,0,0,0,0,0,0,0
"1256",282,380,278,623,439,302,283,236,225
"1257",0,0,0,0,0,0,0,0,0
"1258",729,830,1281,141,242,143,30,122,67
"1259",1919,2527,1575,1662,1671,1060,1029,689,785
"1260",204,307,240,436,426,543,215,212,210
"1261",0,3,0,0,0,0,0,1,0
"1262",17,16,7,12,13,32,7,1,6
"1263",0,0,0,0,0,0,0,0,0
"1264",0,0,0,0,0,0,0,0,0
"1265",0,0,0,0,0,0,0,0,0
"1266",0,0,0,0,0,0,0,0,0
"1267",0,0,0,0,0,0,0,0,0
"1268",0,0,0,0,0,0,0,0,0
"1269",0,0,0,0,0,0,0,0,0
"1270",0,0,0,0,0,0,0,0,0
"1271",0,0,0,0,0,0,0,0,0
"1272",15,24,8,18,8,15,1,0,1
"1273",14,4,24,1,7,4,0,6,3
"1274",212,475,311,216,263,280,67,67,86
"1275",324,383,523,276,329,266,123,173,136
"1276",0,0,4,1,6,0,0,2,0
"1277",0,0,0,0,0,0,0,0,0
"1278",36,23,44,30,30,16,21,13,19
"1279",104,135,166,42,63,50,6,4,6
"1280",0,0,4,0,0,0,1,0,0
"1281",165,47,15,8,84,6,8,5,7
"1282",76,106,117,69,103,105,106,26,46
"1283",26,22,20,19,19,19,22,19,24
"1284",0,0,0,0,0,0,0,0,0
"1285",354,471,578,366,486,467,288,278,223
"1286",0,0,0,0,0,0,0,0,0
"1287",574,673,631,405,513,438,345,403,355
"1288",3,0,0,0,1,0,0,0,0
"1289",0,0,0,0,0,0,0,0,0
"1290",0,0,0,0,0,0,0,0,0
"1291",1,0,0,0,0,0,0,0,0
"1292",34,23,26,18,8,13,17,24,19
"1293",0,0,0,0,0,0,0,1,0
"1294",257,201,481,93,57,83,10,12,6
"1295",0,0,0,0,0,0,0,0,0
